id,CPU Usage,Memory Usage,Running Time,Prediction
150,21.7,26.89,43.24087301,0
151,21.7,26.89,43.24087301,0
152,21.7,26.89,43.24087301,0
153,21.7,26.89,43.24087301,0
154,21.7,26.89,43.24087301,0
155,21.7,26.79,42.81621199,0
156,21.7,26.79,42.81621199,0
157,21.7,26.79,42.81621199,0
158,21.7,26.79,42.81621199,0
159,21.7,26.7675,42.72066629,0
160,21.7,26.79,42.81621199,0
161,21.7,26.79,42.81621199,0
162,21.7,26.79,42.81621199,0
163,21.7,26.7,42.43403582,0
164,21.7,26.7,42.43403582,0
165,21.7,26.7,42.43403582,0
166,21.6,26.7,41.74275359,0
167,21.6,26.6,41.32075872,0
168,21.6,26.65,41.53175345,0
169,21.6,26.6,41.32075872,0
170,21.65,26.65,41.87626999,0
171,21.6,26.55,41.1097694,0
172,21.6,26.5,40.89878549,0
173,21.6,26.5,40.89878549,0
174,21.6,26.5,40.89878549,0
175,21.6,26.5,40.89878549,0
176,21.65,26.55,41.45297556,0
177,21.6,26.5,40.89878549,0
178,21.6,26.445,40.66670943,0
179,21.6,26.4725,40.78274664,0
180,21.6,26.445,40.66670943,0
181,21.6,26.445,40.66670943,0
182,21.6,26.39,40.43463993,0
183,21.6,26.39,40.43463993,0
184,21.6,26.39,40.43463993,0
185,21.6,26.39,40.43463993,0
186,21.6,26.39,40.43463993,0
187,21.575,26.315,39.9484745,0
188,21.6,26.29,40.01271214,0
189,21.6,26.29,40.01271214,0
190,21.55,26.245,39.4845614,0
191,21.55,26.245,39.4845614,0
192,21.5,26.2,38.95850696,0
193,21.56666667,26.2,39.40775873,0
194,21.5,26.2,38.95850696,0
195,21.5,26.2,38.95850696,0
196,21.5,26.15,38.74886532,0
197,21.5,26.15,38.74886532,0
198,21.5,26.1,38.53922902,0
199,21.5,26.1,38.53922902,0
200,21.5,26.1,38.53922902,0
201,21.5,26.1,38.53922902,0
202,21.5,26.05,38.32959806,0
203,21.5,26.1,38.53922902,0
204,21.5,26,38.11997244,0
205,21.5,26,38.11997244,0
206,21.5,26,38.11997244,0
207,21.5,26,38.11997244,0
208,21.5,26,38.11997244,0
209,21.5,26,38.11997244,0
210,21.5,26,38.11997244,0
211,21.5,25.89,37.65881489,0
212,21.5,26,38.11997244,0
213,21.5,26,38.11997244,0
214,21.5,25.92666667,37.8125312,0
215,21.5,25.89,37.65881489,0
216,21.5,25.89,37.65881489,0
217,21.5,25.89,37.65881489,0
218,21.5,25.84,37.44920637,0
219,21.5,25.84,37.44920637,0
220,21.5,25.89,37.65881489,0
221,21.5,25.89,37.65881489,0
222,21.5,25.89,37.65881489,0
223,21.4725,25.865,37.37156191,0
224,21.5,25.84,37.44920637,0
225,21.5,25.79,37.23960319,0
226,21.5,25.79,37.23960319,0
227,21.5,25.79,37.23960319,0
228,21.445,25.745,36.68805515,0
229,21.445,25.745,36.68805515,0
230,21.46333333,25.76,36.8716406,0
231,21.445,25.745,36.68805515,0
232,21.5,25.79,37.23960319,0
233,21.42666667,25.73,36.50473317,0
234,21.39,25.7,36.13887831,0
235,21.39,25.7,36.13887831,0
236,21.445,25.745,36.68805515,0
237,21.5,25.79,37.23960319,0
238,21.39,25.7,36.13887831,0
239,21.445,25.745,36.68805515,0
240,21.445,25.745,36.68805515,0
241,21.39,25.7,36.13887831,0
242,21.5,25.79,37.23960319,0
243,21.39,25.7,36.13887831,0
244,21.42666667,25.73,36.50473317,0
245,21.39,25.7,36.13887831,0
246,21.39,25.7,36.13887831,0
247,21.39,25.7,36.13887831,0
248,21.39,25.7,36.13887831,0
249,21.39,25.7,36.13887831,0
250,21.39,25.7,36.13887831,0
251,21.39,25.7,36.13887831,0
252,21.39,25.7,36.13887831,0
253,21.39,25.7,36.13887831,0
254,21.39,25.7,36.13887831,0
255,21.39,25.7,36.13887831,0
256,21.39,25.7,36.13887831,0
257,21.39,25.7,36.13887831,0
258,21.39,25.7,36.13887831,0
259,21.39,25.7,36.13887831,0
260,21.39,25.7,36.13887831,0
261,21.39,25.7,36.13887831,0
262,21.39,25.7,36.13887831,0
263,21.39,25.7,36.13887831,0
264,21.39,25.7,36.13887831,0
265,21.39,25.7,36.13887831,0
266,21.39,25.7,36.13887831,0
267,21.34,25.7,35.81146409,0
268,21.39,25.7,36.13887831,0
269,21.39,25.7,36.13887831,0
270,21.39,25.7,36.13887831,0
271,21.29,25.7,35.48493937,0
272,21.34,25.7,35.81146409,0
273,21.29,25.7,35.48493937,0
274,21.34,25.7,35.81146409,0
275,21.32333333,25.7,35.70252379,0
276,21.34,25.7,35.81146409,0
277,21.29,25.7,35.48493937,0
278,21.39,25.7,36.13887831,0
279,21.39,25.7,36.13887831,0
280,21.29,25.7,35.48493937,0
281,21.29,25.7,35.48493937,0
282,21.34,25.7,35.81146409,0
283,21.29,25.7,35.48493937,0
284,21.39,25.7,36.13887831,0
285,21.29,25.7,35.48493937,0
286,21.34,25.7,35.81146409,0
287,21.29,25.7,35.48493937,0
288,21.29,25.7,35.48493937,0
289,21.29,25.7,35.48493937,0
290,21.29,25.7,35.48493937,0
291,21.29,25.7,35.48493937,0
292,21.29,25.7,35.48493937,0
293,21.29,25.7,35.48493937,0
294,21.29,25.7,35.48493937,0
295,21.29,25.7,35.48493937,0
296,21.29,25.7,35.48493937,0
297,21.29,25.7,35.48493937,0
298,21.29,25.7,35.48493937,0
299,21.29,25.7,35.48493937,0
300,21.29,25.7,35.48493937,0
301,21.2,25.6,34.48799511,0
302,21.29,25.7,35.48493937,0
303,21.29,25.7,35.48493937,0
304,21.26,25.66666667,35.15179109,0
305,21.245,25.65,34.98552985,0
306,21.23,25.63333333,34.81947692,0
307,21.29,25.7,35.48493937,0
308,21.2,25.6,34.48799511,0
309,21.2,25.6,34.48799511,0
310,21.245,25.65,34.98552985,0
311,21.245,25.65,34.98552985,0
312,21.2,25.6,34.48799511,0
313,21.2,25.6,34.48799511,0
314,21.2,25.6,34.48799511,0
315,21.2,25.6,34.48799511,0
316,21.2,25.6,34.48799511,0
317,21.2,25.6,34.48799511,0
318,21.2,25.6,34.48799511,0
319,21.2,25.6,34.48799511,0
320,21.2,25.6,34.48799511,0
321,21.2,25.6,34.48799511,0
322,21.2,25.55,34.2822855,0
323,21.2,25.5,34.07658105,0
324,21.2,25.5,34.07658105,0
325,21.2,25.5,34.07658105,0
326,21.2,25.5,34.07658105,0
327,21.2,25.5,34.07658105,0
328,21.2,25.5,34.07658105,0
329,21.2,25.445,33.85031208,0
330,21.2,25.5,34.07658105,0
331,21.2,25.39,33.62404935,0
332,21.2,25.39,33.62404935,0
333,21.2,25.39,33.62404935,0
334,21.2,25.39,33.62404935,0
335,21.2,25.39,33.62404935,0
336,21.2,25.39,33.62404935,0
337,21.2,25.39,33.62404935,0
338,21.2,25.39,33.62404935,0
339,21.2,25.39,33.62404935,0
340,21.2,25.39,33.62404935,0
341,21.2,25.29,33.2126785,0
342,21.2,25.39,33.62404935,0
343,21.2,25.29,33.2126785,0
344,21.2,25.34,33.41836135,0
345,21.2,25.39,33.62404935,0
346,21.2,25.34,33.41836135,0
347,21.2,25.29,33.2126785,0
348,21.2,25.365,33.52120471,0
349,21.2,25.39,33.62404935,0
350,21.2,25.39,33.62404935,0
351,21.15,25.39,33.30396242,0
352,21.2,25.39,33.62404935,0
353,21.2,25.39,33.62404935,0
354,21.2,25.39,33.62404935,0
355,21.2,25.29,33.2126785,0
356,21.2,25.34,33.41836135,0
357,21.2,25.29,33.2126785,0
358,21.2,25.29,33.2126785,0
359,21.2,25.29,33.2126785,0
360,21.2,25.29,33.2126785,0
361,21.2,25.29,33.2126785,0
362,21.2,25.29,33.2126785,0
363,21.2,25.29,33.2126785,0
364,21.2,25.29,33.2126785,0
365,21.245,25.245,33.31472238,0
366,21.23,25.23,33.15710859,0
367,21.29,25.29,33.78872882,0
368,21.2,25.2,32.84246234,0
369,21.245,25.245,33.31472238,0
370,21.245,25.245,33.31472238,0
371,21.26,25.26,33.47253022,0
372,21.245,25.245,33.31472238,0
373,21.245,25.2,33.12909806,0
374,21.29,25.2,33.41643674,0
375,21.245,25.2,33.12909806,0
376,21.29,25.2,33.41643674,0
377,21.29,25.2,33.41643674,0
378,21.29,25.2,33.41643674,0
379,21.29,25.2,33.41643674,0
380,21.29,25.2,33.41643674,0
381,21.29,25.2,33.41643674,0
382,21.29,25.2,33.41643674,0
383,21.29,25.2,33.41643674,0
384,21.29,25.2,33.41643674,0
385,21.29,25.2,33.41643674,0
386,21.29,25.2,33.41643674,0
387,21.29,25.2,33.41643674,0
388,21.29,25.2,33.41643674,0
389,21.29,25.2,33.41643674,0
390,21.29,25.2,33.41643674,0
391,21.29,25.2,33.41643674,0
392,21.29,25.2,33.41643674,0
393,21.29,25.2,33.41643674,0
394,21.29,25.2,33.41643674,0
395,21.29,25.245,33.60258067,0
396,21.29,25.245,33.60258067,0
397,21.2,25.2,32.84246234,0
398,21.2,25.2,32.84246234,0
399,21.2,25.2,32.84246234,0
400,21.2,25.2,32.84246234,0
401,21.2,25.2,32.84246234,0
402,21.2,25.245,33.02756834,0
403,21.2,25.245,33.02756834,0
404,21.2,25.29,33.2126785,0
405,21.2,25.29,33.2126785,0
406,21.2,25.29,33.2126785,0
407,21.16666667,25.35666667,33.27371915,0
408,21.16666667,25.39,33.41056122,0
409,21.15,25.39,33.30396242,0
410,21.1,25.39,32.98474616,0
411,21.15,25.39,33.30396242,0
412,21.1,25.39,32.98474616,0
413,21.1,25.39,32.98474616,0
414,21.1,25.46333333,33.28456125,0
415,21.1,25.5,33.4344729,0
416,21.1,25.5,33.4344729,0
417,21.05,25.445,32.8905605,0
418,21.1,25.5,33.4344729,0
419,21.05,25.445,32.8905605,0
420,21.05,25.445,32.8905605,0
421,21.1,25.5,33.4344729,0
422,21,25.39,32.34891747,0
423,21.1,25.5,33.4344729,0
424,21.1,25.5,33.4344729,0
425,21.1,25.5,33.4344729,0
426,21.1,25.39,32.98474616,0
427,21.1,25.39,32.98474616,0
428,21.1,25.39,32.98474616,0
429,21.1,25.39,32.98474616,0
430,21.1,25.39,32.98474616,0
431,21.05,25.34,32.4626202,0
432,21.1,25.39,32.98474616,0
433,21.1,25.39,32.98474616,0
434,21.1,25.39,32.98474616,0
435,21.1,25.39,32.98474616,0
436,21.15,25.39,33.30396242,0
437,21.1,25.39,32.98474616,0
438,21.125,25.39,33.14424558,0
439,21.13333333,25.39,33.19746036,0
440,21.1,25.34,32.78033304,0
441,21.1,25.34,32.78033304,0
442,21.15,25.34,33.09891274,0
443,21.2,25.29,33.2126785,0
444,21.15,25.29,32.89386818,0
445,21.15,25.245,32.70933244,0
446,21.2,25.245,33.02756834,0
447,21.2,25.2,32.84246234,0
448,21.2,25.2,32.84246234,0
449,21.13333333,25.2,32.41910578,0
450,21.16666667,25.2,32.63059191,0
451,21.2,25.2,32.84246234,0
452,21.2,25.2,32.84246234,0
453,21.2,25.2,32.84246234,0
454,21.2,25.2,32.84246234,0
455,21.2,25.2,32.84246234,0
456,21.2,25.2,32.84246234,0
457,21.2,25.1,32.43113059,0
458,21.2,25.1,32.43113059,0
459,21.2,25.1,32.43113059,0
460,21.2,25.15,32.63679389,0
461,21.2,25.1,32.43113059,0
462,21.2,25.1,32.43113059,0
463,21.2,25.1,32.43113059,0
464,21.2,25.1,32.43113059,0
465,21.2,25.1,32.43113059,0
466,21.2,25.1,32.43113059,0
467,21.2,25.1,32.43113059,0
468,21.2,25.1,32.43113059,0
469,21.2,25.1,32.43113059,0
470,21.2,25.1,32.43113059,0
471,21.2,25.1,32.43113059,0
472,21.2,25.05,32.22547243,0
473,21.2,25,32.01981941,0
474,21.2,25,32.01981941,0
475,21.2,25,32.01981941,0
476,21.2,25,32.01981941,0
477,21.2,25,32.01981941,0
478,21.2,25,32.01981941,0
479,21.2,25.1,32.43113059,0
480,21.125,25.1,31.95687569,0
481,21.1,25,31.39045857,0
482,21.1,25.1,31.79922079,0
483,21.1,25.1,31.79922079,0
484,21.1,25.06666667,31.66296446,0
485,21.1,25,31.39045857,0
486,21.1,25.1,31.79922079,0
487,21.05,25.05,31.28080553,0
488,21.1,25.1,31.79922079,0
489,21.1,25.1,31.79922079,0
490,21,25,30.76451745,0
491,21,25,30.76451745,0
492,21,25,30.76451745,0
493,21,25,30.76451745,0
494,21,25,30.76451745,0
495,21,25,30.76451745,0
496,21,25,30.76451745,0
497,21,25,30.76451745,0
498,21,25,30.76451745,0
499,21,25.05,30.96762859,0
500,21,25.1,31.17074476,0
501,21,25,30.76451745,0
502,21,25,30.76451745,0
503,21,25,30.76451745,0
504,21,25,30.76451745,0
505,21,25,30.76451745,0
506,21,25,30.76451745,0
507,21,25,30.76451745,0
508,21,25,30.76451745,0
509,21,25,30.76451745,0
510,21,25,30.76451745,0
511,21,25,30.76451745,0
512,21,24.89,30.31769058,0
513,21,24.89,30.31769058,0
514,21,24.89,30.31769058,0
515,21.05,24.945,30.85294899,0
516,21.05,24.945,30.85294899,0
517,21,24.89,30.31769058,0
518,21.03333333,24.92666667,30.67427978,0
519,21.05,24.945,30.85294899,0
520,21.05,24.945,30.85294899,0
521,21.1,25,31.39045857,0
522,21.05,24.945,30.85294899,0
523,21,24.89,30.31769058,0
524,21.1,24.89,30.94084359,0
525,21.1,24.89,30.94084359,0
526,21.03333333,24.89,30.52503098,0
527,21.075,24.9725,31.12142189,0
528,21.03333333,24.92666667,30.67427978,0
529,21.1,24.945,31.16564801,0
530,21.1,24.9175,31.05324503,0
531,21.1,24.89,30.94084359,0
532,21.1,24.89,30.94084359,0
533,21.1,24.89,30.94084359,0
534,21.1,24.89,30.94084359,0
535,21.05,24.84,30.42511472,0
536,21.1,24.89,30.94084359,0
537,21.05,24.84,30.42511472,0
538,21.06666667,24.85666667,30.59678847,0
539,21.1,24.89,30.94084359,0
540,21.03333333,24.82333333,30.25367647,0
541,21.025,24.84,30.26974931,0
542,21,24.79,29.91150541,0
543,21,24.82333333,30.04689824,0
544,21,24.85666667,30.18229329,0
545,21,24.89,30.31769058,0
546,21,24.89,30.31769058,0
547,21,24.89,30.31769058,0
548,21,24.84,30.11459549,0
549,21,24.89,30.31769058,0
550,21,24.89,30.31769058,0
551,21,24.89,30.31769058,0
552,21,24.89,30.31769058,0
553,21,24.89,30.31769058,0
554,21,24.89,30.31769058,0
555,20.945,24.89,29.97640171,0
556,20.96333333,24.89,30.09005095,0
557,20.89,24.89,29.63613516,0
558,20.92666667,24.89,29.86286607,0
559,21,24.89,30.31769058,0
560,20.89,24.89,29.63613516,0
561,20.89,24.89,29.63613516,0
562,20.89,24.89,29.63613516,0
563,20.89,24.89,29.63613516,0
564,20.89,24.89,29.63613516,0
565,20.89,24.89,29.63613516,0
566,20.89,24.89,29.63613516,0
567,20.89,24.89,29.63613516,0
568,20.89,24.89,29.63613516,0
569,20.89,24.89,29.63613516,0
570,20.89,24.89,29.63613516,0
571,20.92666667,24.79,29.45853056,0
572,20.89,24.79,29.23272168,0
573,20.89,24.79,29.23272168,0
574,20.92666667,24.79,29.45853056,0
575,20.945,24.79,29.57160449,0
576,21,24.7,29.54595591,0
577,21,24.7,29.54595591,0
578,21,24.7,29.54595591,0
579,21,24.7,29.54595591,0
580,21,24.63333333,29.27518898,0
581,21,24.6,29.13980886,0
582,21,24.6,29.13980886,0
583,21,24.6,29.13980886,0
584,21,24.6,29.13980886,0
585,21,24.6,29.13980886,0
586,21,24.6,29.13980886,0
587,21,24.6,29.13980886,0
588,21,24.6,29.13980886,0
589,21,24.56666667,29.00443097,0
590,21,24.55,28.93674286,0
591,21,24.5,28.73368188,0
592,21,24.5,28.73368188,0
593,21,24.5,28.73368188,0
594,21,24.5,28.73368188,0
595,21,24.5,28.73368188,0
596,21,24.5,28.73368188,0
597,21,24.445,28.51032059,0
598,21,24.445,28.51032059,0
599,21,24.39,28.28696536,0
600,21,24.39,28.28696536,0
601,21,24.5,28.73368188,0
602,21,24.42666667,28.43586817,0
603,21,24.5,28.73368188,0
604,21,24.39,28.28696536,0
605,21,24.39,28.28696536,0
606,21,24.39,28.28696536,0
607,21,24.39,28.28696536,0
608,21,24.39,28.28696536,0
609,21,24.39,28.28696536,0
610,21,24.35666667,28.15160151,0
611,21,24.29,27.8808805,0
612,20.89,24.39,27.61926567,0
613,20.945,24.39,27.95261489,0
614,21,24.39,28.28696536,0
615,20.89,24.39,27.61926567,0
616,20.89,24.39,27.61926567,0
617,20.89,24.39,27.61926567,0
618,20.89,24.29,27.21595114,0
619,20.89,24.34,27.41760594,0
620,20.85666667,24.35666667,27.28356041,0
621,20.89,24.39,27.61926567,0
622,20.89,24.34,27.41760594,0
623,20.89,24.39,27.61926567,0
624,20.89,24.29,27.21595114,0
625,20.89,24.29,27.21595114,0
626,20.84,24.245,26.7341058,0
627,20.89,24.39,27.61926567,0
628,20.89,24.29,27.21595114,0
629,20.85666667,24.26,26.89450403,0
630,20.89,24.29,27.21595114,0
631,20.89,24.29,27.21595114,0
632,20.89,24.29,27.21595114,0
633,20.89,24.29,27.21595114,0
634,20.89,24.2,26.85298499,0
635,20.89,24.29,27.21595114,0
636,20.89,24.2,26.85298499,0
637,20.85666667,24.16666667,26.51888086,0
638,20.89,24.2,26.85298499,0
639,20.89,24.2,26.85298499,0
640,20.865,24.175,26.60232038,0
641,20.89,24.2,26.85298499,0
642,20.89,24.175,26.7521639,0
643,20.89,24.2,26.85298499,0
644,20.89,24.15,26.65134404,0
645,20.89,24.2,26.85298499,0
646,20.89,24.1,26.44970805,0
647,20.89,24,26.0464509,0
648,20.945,24,26.37440694,0
649,21,24,26.70334783,0
650,20.945,24,26.37440694,0
651,20.945,24,26.37440694,0
652,20.92666667,24,26.26497896,0
653,20.89,24,26.0464509,0
654,20.89,24,26.0464509,0
655,20.945,24,26.37440694,0
656,20.89,23.89,25.60289087,0
657,21,23.89,26.25674163,0
658,21,23.84,26.05374683,0
659,21,23.82333333,25.98608302,0
660,21,23.79,25.85075705,0
661,21,23.79,25.85075705,0
662,21,23.79,25.85075705,0
663,21,23.79,25.85075705,0
664,21,23.79,25.85075705,0
665,21,23.7675,25.75941328,0
666,21,23.79,25.85075705,0
667,21,23.79,25.85075705,0
668,20.96333333,23.79,25.63329588,0
669,20.89,23.79,25.19967526,0
670,20.89,23.73,24.95775539,0
671,20.9175,23.7225,25.08945434,0
672,20.89,23.7,24.83679812,0
673,20.89,23.7,24.83679812,0
674,20.89,23.6,24.43362009,0
675,20.89,23.7,24.83679812,0
676,20.89,23.6,24.43362009,0
677,20.89,23.6,24.43362009,0
678,20.89,23.6,24.43362009,0
679,20.89,23.63333333,24.56801057,0
680,20.89,23.6,24.43362009,0
681,20.89,23.6,24.43362009,0
682,20.89,23.6,24.43362009,0
683,20.89,23.6,24.43362009,0
684,20.945,23.6,24.75604682,0
685,20.89,23.6,24.43362009,0
686,20.89,23.6,24.43362009,0
687,20.945,23.5,24.35150657,0
688,20.89,23.5,24.03046183,0
689,20.945,23.5,24.35150657,0
690,20.945,23.5,24.35150657,0
691,20.89,23.5,24.03046183,0
692,20.89,23.5,24.03046183,0
693,20.89,23.5,24.03046183,0
694,20.89,23.5,24.03046183,0
695,20.89,23.5,24.03046183,0
696,20.92666667,23.5,24.24438469,0
697,20.89,23.5,24.03046183,0
698,20.89,23.5,24.03046183,0
699,20.945,23.5,24.35150657,0
700,20.89,23.5,24.03046183,0
701,20.89,23.5,24.03046183,0
702,20.89,23.5,24.03046183,0
703,20.89,23.5,24.03046183,0
704,20.89,23.445,23.80873321,0
705,20.89,23.445,23.80873321,0
706,20.89,23.39,23.58701058,0
707,20.89,23.445,23.80873321,0
708,20.89,23.5,24.03046183,0
709,20.89,23.5,24.03046183,0
710,20.89,23.445,23.80873321,0
711,20.89,23.5,24.03046183,0
712,20.89,23.5,24.03046183,0
713,20.89,23.5,24.03046183,0
714,20.89,23.5,24.03046183,0
715,20.89,23.42666667,23.73482501,0
716,20.89,23.445,23.80873321,0
717,20.89,23.39,23.58701058,0
718,20.89,23.445,23.80873321,0
719,20.89,23.39,23.58701058,0
720,20.84,23.395,23.31745758,0
721,20.89,23.39,23.58701058,0
722,20.84,23.34,23.09642925,0
723,20.89,23.39,23.58701058,0
724,20.89,23.39,23.58701058,0
725,20.89,23.39,23.58701058,0
726,20.84,23.34,23.09642925,0
727,20.89,23.39,23.58701058,0
728,20.89,23.34,23.38544974,0
729,20.865,23.2925,23.04966044,0
730,20.89,23.34,23.38544974,0
731,20.85666667,23.26,22.87086307,0
732,20.89,23.29,23.18389385,0
733,20.89,23.29,23.18389385,0
734,20.89,23.29,23.18389385,0
735,20.89,23.29,23.18389385,0
736,20.84,23.245,22.71466706,0
737,20.89,23.29,23.18389385,0
738,20.89,23.29,23.18389385,0
739,20.89,23.29,23.18389385,0
740,20.89,23.2,22.82110569,0
741,20.89,23.2,22.82110569,0
742,20.89,23.2,22.82110569,0
743,20.89,23.2,22.82110569,0
744,20.89,23.2,22.82110569,0
745,20.89,23.15,22.61956364,0
746,20.89,23.15,22.61956364,0
747,20.84,23.075,22.03155792,0
748,20.89,23.1,22.41802652,0
749,20.89,23.1,22.41802652,0
750,20.89,23.1,22.41802652,0
751,20.85666667,23.06666667,22.09318633,0
752,20.89,23.1,22.41802652,0
753,20.89,23.1,22.41802652,0
754,20.89,23.1,22.41802652,0
755,20.89,23.1,22.41802652,0
756,20.89,23.1,22.41802652,0
757,20.89,23.1,22.41802652,0
758,20.89,23.1,22.41802652,0
759,20.89,23.1,22.41802652,0
760,20.89,23.1,22.41802652,0
761,20.89,23.1,22.41802652,0
762,20.89,23,22.01496712,0
763,20.84,23.05,21.93110548,0
764,20.89,23.1,22.41802652,0
765,20.85666667,23.06666667,22.09318633,0
766,20.89,23,22.01496712,0
767,20.89,23,22.01496712,0
768,20.89,23,22.01496712,0
769,20.79,22.89,21.00562485,0
770,20.79,22.89,21.00562485,0
771,20.84,22.945,21.50921865,0
772,20.79,22.89,21.00562485,0
773,20.79,22.84,20.80536359,0
774,20.79,22.84,20.80536359,0
775,20.79,22.89,21.00562485,0
776,20.79,22.89,21.00562485,0
777,20.79,22.89,21.00562485,0
778,20.7,22.89,20.49885802,0
779,20.745,22.84,20.5522294,0
780,20.7,22.89,20.49885802,0
781,20.745,22.84,20.5522294,0
782,20.79,22.79,20.60510721,0
783,20.7,22.79,20.10057882,0
